A08 0.0 20.0225
A08 20.0225 38.225
A08 38.225 54.875
A08 54.875 76.4775
A08 76.4775 93.805
A08 93.805 110.385
A08 110.385 127.0425
A08 127.0425 144.7075
A08 144.7075 161.5
A08 161.5 178.05
A08 178.05 194.7375
A08 194.7375 213.045
A08 213.045 230.2075
A08 230.2075 248.2225
A08 248.2225 268.21
A08 268.21 286.385
A08 286.385 301.9525
A08 301.9525 319.2225
A08 319.2225 335.1675
A08 335.1675 351.955
A08 351.955 372.285
A08 372.285 388.3825
A08 388.3825 406.5525
A08 406.5525 424.5875
A08 424.5875 440.9125
A08 440.9125 462.62
A08 462.62 481.2975
A08 481.2975 501.01
A08 501.01 520.8275
A08 520.8275 539.205
A08 539.205 557.2325
A08 557.2325 573.96
A08 573.96 590.595
A08 590.595 607.5325
A08 607.5325 625.33
A08 625.33 642.0425
A08 642.0425 658.3325
A08 658.3325 676.2025
A08 676.2025 697.0425
A08 697.0425 717.21
A08 717.21 738.975
A08 738.975 756.08
A08 756.08 774.7775
A08 774.7775 791.5975
A08 791.5975 811.47
A08 811.47 829.165
A08 829.165 849.9175
A08 849.9175 867.2725
A08 867.2725 882.3975
A08 882.3975 901.7825
A08 901.7825 920.5675
A08 920.5675 939.18
A08 939.18 957.105
A08 957.105 975.9175
A08 975.9175 993.1425
A08 993.1425 1011.44
A08 1011.44 1027.0625
A08 1027.0625 1044.2175
A08 1044.2175 1061.09
A08 1061.09 1081.1175
A08 1081.1175 1100.1225
A08 1100.1225 1119.2525
A08 1119.2525 1137.7725
A08 1137.7725 1154.2975
A08 1154.2975 1174.685
A08 1174.685 1192.0775
A08 1192.0775 1211.4975
A08 1211.4975 1229.0975
A08 1229.0975 1246.6675
A08 1246.6675 1264.6
A08 1264.6 1281.4075
A08 1281.4075 1297.395
A08 1297.395 1314.205
A08 1314.205 1331.58
A33 0.0 16.655
A33 16.655 34.385
A33 34.385 50.675
A33 50.675 70.05
A33 70.05 86.6325
A33 86.6325 105.1425
A33 105.1425 122.7175
A33 122.7175 142.005
A33 142.005 160.2275
A33 160.2275 177.705
A33 177.705 195.6525
A33 195.6525 213.185
A33 213.185 231.5825
A33 231.5825 249.4925
A33 249.4925 270.655
A33 270.655 292.075
A33 292.075 308.035
A33 308.035 327.905
A33 327.905 346.7675
A33 346.7675 368.7425
A33 368.7425 385.7875
A33 385.7875 403.04
A33 403.04 426.585
A33 426.585 444.875
A33 444.875 455.655
A36 0.0 16.3
A36 16.3 32.795
A36 32.795 50.8375
A36 50.8375 72.7675
A36 72.7675 92.0575
A36 92.0575 110.31
A36 110.31 131.9325
A36 131.9325 153.495
A36 153.495 172.1975
A36 172.1975 189.4025
A36 189.4025 207.3175
A36 207.3175 228.4675
A36 228.4675 245.6975
A36 245.6975 265.685
A36 265.685 288.9675
A36 288.9675 307.075
A36 307.075 326.87
A36 326.87 344.2475
A36 344.2475 364.79
A36 364.79 384.62
A36 384.62 404.6875
A36 404.6875 420.095
A36 420.095 438.52
A36 438.52 459.0875
A36 459.0875 480.02
B02 0.0 17.0725
B02 17.0725 36.37
B02 36.37 53.81
B02 53.81 70.9375
B02 70.9375 90.185
B02 90.185 105.9
B02 105.9 123.485
B02 123.485 145.5125
B02 145.5125 162.9425
B02 162.9425 181.25
B02 181.25 199.735
B02 199.735 217.3025
B02 217.3025 236.755
B02 236.755 253.58
B02 253.58 270.1875
B02 270.1875 285.355
B02 285.355 303.69
B02 303.69 335.1525
B02 335.1525 355.71
B02 355.71 373.8075
B02 373.8075 395.33
B02 395.33 412.875
B02 412.875 430.4225
B02 430.4225 453.3375
B06 0.0 15.395
B06 15.395 38.375
B06 38.375 55.5575
B06 55.5575 73.535
B06 73.535 91.855
B06 91.855 109.16
B06 109.16 126.5525
B06 126.5525 146.6475
B06 146.6475 169.795
B06 169.795 185.7825
B06 185.7825 209.0025
B06 209.0025 226.43
B06 226.43 243.175
B06 243.175 261.215
B06 261.215 284.5775
B06 284.5775 303.71
B06 303.71 327.4
B06 327.4 345.4975
B06 345.4975 362.33
B06 362.33 379.45
B06 379.45 396.3975
B06 396.3975 413.825
B06 413.825 430.22
B08 0.0 15.585
B08 15.585 36.38
B08 36.38 55.14
B08 55.14 73.48
B08 73.48 88.5175
B08 88.5175 103.98
B08 103.98 119.375
B08 119.375 136.3775
B08 136.3775 154.0275
B08 154.0275 172.93
B08 172.93 188.8775
B08 188.8775 207.2475
B08 207.2475 224.6175
B08 224.6175 241.48
B08 241.48 258.155
B08 258.155 276.8025
B08 276.8025 296.47
B08 296.47 312.585
B08 312.585 331.76
B08 331.76 348.5125
B08 348.5125 365.1125
B08 365.1125 381.515
B08 381.515 402.105
B08 402.105 418.9775
B08 418.9775 436.5575
B08 436.5575 454.925
B08 454.925 473.89
B08 473.89 496.73
B08 496.73 513.3275
B08 513.3275 530.7375
B08 530.7375 548.3
B08 548.3 569.025
B08 569.025 586.9625
B08 586.9625 604.115
B08 604.115 621.9375
B08 621.9375 640.24
B08 640.24 661.3275
B08 661.3275 679.6175
B08 679.6175 698.2075
B08 698.2075 716.1525
B08 716.1525 732.6925
B08 732.6925 749.39
B08 749.39 769.51
B08 769.51 785.3575
B08 785.3575 803.775
B08 803.775 821.2425
B08 821.2425 839.1175
B08 839.1175 856.22
B08 856.22 872.8975
B08 872.8975 894.9575
B08 894.9575 911.7825
B08 911.7825 934.7025
B08 934.7025 953.505
B08 953.505 972.085
B08 972.085 990.405
B08 990.405 1007.74
B08 1007.74 1024.0975
B08 1024.0975 1040.7225
B08 1040.7225 1059.1225
B08 1059.1225 1079.705
B08 1079.705 1096.36
B08 1096.36 1112.565
B08 1112.565 1136.1325
B08 1136.1325 1152.085
B08 1152.085 1170.1575
B08 1170.1575 1186.165
B08 1186.165 1201.985
B08 1201.985 1222.8475
B08 1222.8475 1241.3225
B08 1241.3225 1256.6275
B08 1256.6275 1274.0525
B08 1274.0525 1296.7075
C04 0.0 19.7375
C04 19.7375 41.615
C04 41.615 62.9775
C04 62.9775 84.2125
C04 84.2125 107.0975
C04 107.0975 128.6525
C04 128.6525 151.3
C04 151.3 172.1575
C04 172.1575 196.1
C04 196.1 216.87
C04 216.87 235.81
C04 235.81 256.5575
C04 256.5575 278.9675
C04 278.9675 297.605
C04 297.605 317.7
C04 317.7 339.0475
C04 339.0475 359.5475
C04 359.5475 378.5
C04 378.5 396.955
C04 396.955 417.53
C04 417.53 437.0125
C04 437.0125 457.115
C04 457.115 477.3375
C04 477.3375 497.185
C04 497.185 520.82
C04 520.82 539.2725
C04 539.2725 558.76
C04 558.76 577.185
C04 577.185 601.1525
C04 601.1525 620.4275
C04 620.4275 639.235
C04 639.235 659.9525
C04 659.9525 683.09
C04 683.09 703.9075
C04 703.9075 731.34
C04 731.34 750.8275
C04 750.8275 771.5825
C04 771.5825 795.4475
C04 795.4475 815.23
C04 815.23 837.815
C04 837.815 861.9075
C04 861.9075 882.6875
C04 882.6875 904.2825
C04 904.2825 921.1725
C04 921.1725 940.105
C04 940.105 963.375
C04 963.375 988.2475
C04 988.2475 1009.125
C04 1009.125 1028.125
C04 1028.125 1047.5125
C04 1047.5125 1066.8175
C04 1066.8175 1084.765
C04 1084.765 1104.445
C04 1104.445 1126.5275
C04 1126.5275 1145.6925
C04 1145.6925 1165.4875
C04 1165.4875 1185.8925
C04 1185.8925 1205.82
C04 1205.82 1223.2925
C04 1223.2925 1246.805
C04 1246.805 1265.27
C04 1265.27 1283.89
C04 1283.89 1300.2
C04 1300.2 1319.705
C04 1319.705 1339.375
C04 1339.375 1357.775
C04 1357.775 1379.5025
C04 1379.5025 1400.41
C04 1400.41 1419.8975
C04 1419.8975 1438.055
C04 1438.055 1454.88
C04 1454.88 1471.9225
C04 1471.9225 1490.37
C04 1490.37 1509.1575
C04 1509.1575 1518.2425
C08 0.0 18.795
C08 18.795 36.645
C08 36.645 52.4525
C08 52.4525 67.9475
C08 67.9475 89.97
C08 89.97 109.87
C08 109.87 128.645
C08 128.645 145.4075
C08 145.4075 163.2125
C08 163.2125 182.2325
C08 182.2325 199.9675
C08 199.9675 217.315
C08 217.315 234.605
C08 234.605 252.5725
C08 252.5725 270.1225
C08 270.1225 287.4225
